YCSB Client 0.1
Command line: -db com.yahoo.ycsb.db.JdbcDBClient -P /root/ycsb/config/postgresql.conf -P /root/ycsb/config/workload-ycsb-thomas -P /root/ycsb/config/workload-ycsb-thomas-stress-load -s -threads 30 -target 300 -t
 0 sec: 0 operations; 
Adding shard node URL: jdbc:postgresql://vmpg3:5432/ycsb
Adding shard node URL: jdbc:postgresql://vmpg3:5432/ycsb
Adding shard node URL: jdbc:postgresql://vmpg3:5432/ycsb
Adding shard node URL: jdbc:postgresql://vmpg3:5432/ycsb
Adding shard node URL: jdbc:postgresql://vmpg3:5432/ycsb
Adding shard node URL: jdbc:postgresql://vmpg3:5432/ycsb
Adding shard node URL: jdbc:postgresql://vmpg3:5432/ycsb
Adding shard node URL: jdbc:postgresql://vmpg3:5432/ycsb
Adding shard node URL: jdbc:postgresql://vmpg3:5432/ycsb
Adding shard node URL: jdbc:postgresql://vmpg3:5432/ycsb
Adding shard node URL: jdbc:postgresql://vmpg3:5432/ycsb
Adding shard node URL: jdbc:postgresql://vmpg3:5432/ycsb
Adding shard node URL: jdbc:postgresql://vmpg3:5432/ycsb
Adding shard node URL: jdbc:postgresql://vmpg3:5432/ycsb
Adding shard node URL: jdbc:postgresql://vmpg3:5432/ycsb
Adding shard node URL: jdbc:postgresql://vmpg3:5432/ycsb
Adding shard node URL: jdbc:postgresql://vmpg3:5432/ycsb
Adding shard node URL: jdbc:postgresql://vmpg3:5432/ycsb
Adding shard node URL: jdbc:postgresql://vmpg3:5432/ycsb
Adding shard node URL: jdbc:postgresql://vmpg3:5432/ycsb
Adding shard node URL: jdbc:postgresql://vmpg3:5432/ycsb
Adding shard node URL: jdbc:postgresql://vmpg3:5432/ycsb
Adding shard node URL: jdbc:postgresql://vmpg3:5432/ycsb
Adding shard node URL: jdbc:postgresql://vmpg3:5432/ycsb
Adding shard node URL: jdbc:postgresql://vmpg3:5432/ycsb
Adding shard node URL: jdbc:postgresql://vmpg3:5432/ycsb
Adding shard node URL: jdbc:postgresql://vmpg3:5432/ycsb
Adding shard node URL: jdbc:postgresql://vmpg3:5432/ycsb
Adding shard node URL: jdbc:postgresql://vmpg3:5432/ycsb
Adding shard node URL: jdbc:postgresql://vmpg3:5432/ycsb
Using 1 shards
Using 1 shards
Using 1 shards
Using 1 shards
Using 1 shards
Using 1 shards
Using 1 shards
Using 1 shards
Using 1 shards
Using 1 shards
Using 1 shards
Using 1 shards
Using 1 shards
Using 1 shards
Using 1 shards
Using 1 shards
Using 1 shards
Using 1 shards
Using 1 shards
Using 1 shards
Using 1 shards
Using 1 shards
Using 1 shards
Using 1 shards
Using 1 shards
Using 1 shards
Using 1 shards
Using 1 shards
Using 1 shards
Using 1 shards
 10 sec: 2912 operations; 290.04 current ops/sec;     
 20 sec: 5675 operations; 276.16 current ops/sec;     
 30 sec: 8913 operations; 323.77 current ops/sec;     
 40 sec: 9797 operations; 88.38 current ops/sec;     
 50 sec: 14576 operations; 477.85 current ops/sec;     
 60 sec: 17911 operations; 333.43 current ops/sec;  [INSERT AverageLatency(us)=42282]   
 70 sec: 20917 operations; 300.57 current ops/sec;     
 80 sec: 22400 operations; 148.27 current ops/sec;     
 90 sec: 26875 operations; 447.46 current ops/sec;     
 100 sec: 28840 operations; 196.46 current ops/sec;     
 110 sec: 32029 operations; 318.84 current ops/sec;     
 120 sec: 35920 operations; 389.06 current ops/sec;     
 130 sec: 38891 operations; 297.04 current ops/sec;     
 140 sec: 41537 operations; 264.55 current ops/sec;     
 150 sec: 44256 operations; 271.87 current ops/sec;     
 160 sec: 47082 operations; 282.54 current ops/sec;     
 170 sec: 50917 operations; 383.46 current ops/sec;     
 180 sec: 53523 operations; 260.55 current ops/sec;     
 190 sec: 56220 operations; 269.65 current ops/sec;     
 200 sec: 59918 operations; 369.76 current ops/sec;     
 210 sec: 62920 operations; 300.14 current ops/sec;     
 220 sec: 65921 operations; 300.07 current ops/sec;     
 230 sec: 67619 operations; 169.77 current ops/sec;     
 240 sec: 71904 operations; 428.41 current ops/sec;     
 250 sec: 74918 operations; 301.34 current ops/sec;     
 260 sec: 77919 operations; 300.07 current ops/sec;     
 270 sec: 80308 operations; 238.85 current ops/sec;     
 280 sec: 82734 operations; 242.55 current ops/sec;     
 290 sec: 86904 operations; 416.92 current ops/sec;     
 300 sec: 89928 operations; 302.34 current ops/sec;     
 310 sec: 92188 operations; 225.95 current ops/sec;     
 320 sec: 92303 operations; 11.5 current ops/sec;     
 330 sec: 95500 operations; 319.64 current ops/sec;     
 340 sec: 101925 operations; 642.44 current ops/sec;     
 350 sec: 104929 operations; 300.34 current ops/sec;     
 360 sec: 106087 operations; 115.78 current ops/sec;     
 370 sec: 110231 operations; 414.32 current ops/sec;     
 380 sec: 113924 operations; 369.26 current ops/sec;     
 390 sec: 116843 operations; 291.84 current ops/sec;     
 400 sec: 119562 operations; 271.87 current ops/sec;     
 410 sec: 122931 operations; 336.83 current ops/sec;     
 420 sec: 125932 operations; 300.04 current ops/sec;     
 430 sec: 128769 operations; 283.64 current ops/sec;     
 440 sec: 131184 operations; 241.48 current ops/sec;     
 450 sec: 134932 operations; 374.76 current ops/sec;     
 460 sec: 137924 operations; 299.14 current ops/sec;     
 470 sec: 140116 operations; 219.16 current ops/sec;     
 480 sec: 143931 operations; 381.46 current ops/sec;     
 490 sec: 146934 operations; 300.24 current ops/sec; [UPDATE AverageLatency(us)=30160]    
