YCSB Client 0.1
Command line: -db com.yahoo.ycsb.db.JdbcDBClient -P /root/ycsb/config/postgresql.conf -P /root/ycsb/config/workload-ycsb-thomas -P /root/ycsb/config/workload-ycsb-thomas-stress-load -s -threads 30 -target 150 -t
 0 sec: 0 operations; 
Adding shard node URL: jdbc:postgresql://vmpg3:5432/ycsb
Adding shard node URL: jdbc:postgresql://vmpg3:5432/ycsb
Adding shard node URL: jdbc:postgresql://vmpg3:5432/ycsb
Adding shard node URL: jdbc:postgresql://vmpg3:5432/ycsb
Adding shard node URL: jdbc:postgresql://vmpg3:5432/ycsb
Adding shard node URL: jdbc:postgresql://vmpg3:5432/ycsb
Adding shard node URL: jdbc:postgresql://vmpg3:5432/ycsb
Adding shard node URL: jdbc:postgresql://vmpg3:5432/ycsb
Adding shard node URL: jdbc:postgresql://vmpg3:5432/ycsb
Adding shard node URL: jdbc:postgresql://vmpg3:5432/ycsb
Adding shard node URL: jdbc:postgresql://vmpg3:5432/ycsb
Adding shard node URL: jdbc:postgresql://vmpg3:5432/ycsb
Adding shard node URL: jdbc:postgresql://vmpg3:5432/ycsb
Adding shard node URL: jdbc:postgresql://vmpg3:5432/ycsb
Adding shard node URL: jdbc:postgresql://vmpg3:5432/ycsb
Adding shard node URL: jdbc:postgresql://vmpg3:5432/ycsb
Adding shard node URL: jdbc:postgresql://vmpg3:5432/ycsb
Adding shard node URL: jdbc:postgresql://vmpg3:5432/ycsb
Adding shard node URL: jdbc:postgresql://vmpg3:5432/ycsb
Adding shard node URL: jdbc:postgresql://vmpg3:5432/ycsb
Adding shard node URL: jdbc:postgresql://vmpg3:5432/ycsb
Adding shard node URL: jdbc:postgresql://vmpg3:5432/ycsb
Adding shard node URL: jdbc:postgresql://vmpg3:5432/ycsb
Adding shard node URL: jdbc:postgresql://vmpg3:5432/ycsb
Adding shard node URL: jdbc:postgresql://vmpg3:5432/ycsb
Adding shard node URL: jdbc:postgresql://vmpg3:5432/ycsb
Adding shard node URL: jdbc:postgresql://vmpg3:5432/ycsb
Adding shard node URL: jdbc:postgresql://vmpg3:5432/ycsb
Adding shard node URL: jdbc:postgresql://vmpg3:5432/ycsb
Adding shard node URL: jdbc:postgresql://vmpg3:5432/ycsb
Using 1 shards
Using 1 shards
Using 1 shards
Using 1 shards
Using 1 shards
Using 1 shards
Using 1 shards
Using 1 shards
Using 1 shards
Using 1 shards
Using 1 shards
Using 1 shards
Using 1 shards
Using 1 shards
Using 1 shards
Using 1 shards
Using 1 shards
Using 1 shards
Using 1 shards
Using 1 shards
Using 1 shards
Using 1 shards
Using 1 shards
Using 1 shards
Using 1 shards
Using 1 shards
Using 1 shards
Using 1 shards
Using 1 shards
Using 1 shards
 10 sec: 1456 operations; 144.98 current ops/sec;     
 20 sec: 2956 operations; 149.91 current ops/sec;     
 30 sec: 4454 operations; 149.77 current ops/sec;     
 40 sec: 5956 operations; 150.17 current ops/sec;     
 50 sec: 7457 operations; 150.05 current ops/sec;     
 60 sec: 8957 operations; 149.97 current ops/sec;     
 70 sec: 10203 operations; 124.56 current ops/sec;     
 80 sec: 11941 operations; 173.77 current ops/sec;     
 90 sec: 13459 operations; 151.77 current ops/sec;     
 100 sec: 14956 operations; 149.67 current ops/sec;     
 110 sec: 16185 operations; 122.88 current ops/sec;     
 120 sec: 17926 operations; 174.07 current ops/sec;     
 130 sec: 19459 operations; 153.27 current ops/sec;     
 140 sec: 20961 operations; 150.18 current ops/sec;     
 150 sec: 22440 operations; 147.87 current ops/sec;     
 160 sec: 23962 operations; 152.17 current ops/sec;     
 170 sec: 25461 operations; 149.89 current ops/sec;     
 180 sec: 26951 operations; 148.99 current ops/sec;     
 190 sec: 28252 operations; 130.07 current ops/sec;     
 200 sec: 29961 operations; 170.88 current ops/sec;     
 210 sec: 31432 operations; 147.07 current ops/sec;     
 220 sec: 32739 operations; 130.69 current ops/sec;     
 230 sec: 34457 operations; 171.75 current ops/sec;     
 240 sec: 35962 operations; 150.48 current ops/sec;     
 250 sec: 37462 operations; 149.99 current ops/sec;     
 260 sec: 38964 operations; 150.17 current ops/sec;     
 270 sec: 40464 operations; 149.99 current ops/sec;     
 280 sec: 41921 operations; 145.67 current ops/sec;     
 290 sec: 43465 operations; 154.38 current ops/sec;     
 300 sec: 44963 operations; 149.79 current ops/sec;     
 310 sec: 46464 operations; 150.07 current ops/sec;     
 320 sec: 47905 operations; 144.09 current ops/sec;     
 330 sec: 49391 operations; 148.57 current ops/sec;     
 340 sec: 50965 operations; 157.38 current ops/sec;     
 350 sec: 52445 operations; 147.99 current ops/sec;     
 360 sec: 53966 operations; 152.07 current ops/sec;     
 370 sec: 55464 operations; 149.77 current ops/sec;   [READ AverageLatency(us)=4112]  
 380 sec: 56946 operations; 148.17 current ops/sec;     
 390 sec: 58467 operations; 152.08 current ops/sec;     
 400 sec: 59948 operations; 148.06 current ops/sec;     
 410 sec: 61418 operations; 146.99 current ops/sec;     
 420 sec: 62675 operations; 125.67 current ops/sec;     
 430 sec: 64421 operations; 174.58 current ops/sec;     
 440 sec: 65958 operations; 153.68 current ops/sec;     
 450 sec: 67469 operations; 151.07 current ops/sec;     
 460 sec: 68907 operations; 143.79 current ops/sec;     
 470 sec: 70472 operations; 156.48 current ops/sec;     
 480 sec: 71970 operations; 149.77 current ops/sec;     
 490 sec: 73333 operations; 136.29 current ops/sec;     
 500 sec: 74906 operations; 157.28 current ops/sec;     
 510 sec: 76449 operations; 154.28 current ops/sec;     
 520 sec: 77967 operations; 151.77 current ops/sec;     
 530 sec: 79471 operations; 150.38 current ops/sec;     
 540 sec: 80973 operations; 150.17 current ops/sec;     
 550 sec: 82472 operations; 149.87 current ops/sec;     
 560 sec: 83878 operations; 140.59 current ops/sec;     
 570 sec: 85442 operations; 156.38 current ops/sec;     
