YCSB Client 0.1
Command line: -db com.yahoo.ycsb.db.JdbcDBClient -P /root/ycsb/config/postgresql.conf -P /root/ycsb/config/workload-ycsb-thomas -P /root/ycsb/config/workload-ycsb-thomas-continuous -s -threads 30 -target 100 -p eventFile=/root/ycsb/config/postgresql/postgresql-event-vmpg1.xml -t
 0 sec: 0 operations; 
Adding shard node URL: jdbc:postgresql://vmpg3:5432/ycsb
Adding shard node URL: jdbc:postgresql://vmpg3:5432/ycsb
Adding shard node URL: jdbc:postgresql://vmpg3:5432/ycsb
Adding shard node URL: jdbc:postgresql://vmpg3:5432/ycsb
Adding shard node URL: jdbc:postgresql://vmpg3:5432/ycsb
Adding shard node URL: jdbc:postgresql://vmpg3:5432/ycsb
Adding shard node URL: jdbc:postgresql://vmpg3:5432/ycsb
Adding shard node URL: jdbc:postgresql://vmpg3:5432/ycsb
Adding shard node URL: jdbc:postgresql://vmpg3:5432/ycsb
Adding shard node URL: jdbc:postgresql://vmpg3:5432/ycsb
Adding shard node URL: jdbc:postgresql://vmpg3:5432/ycsb
Adding shard node URL: jdbc:postgresql://vmpg3:5432/ycsb
Adding shard node URL: jdbc:postgresql://vmpg3:5432/ycsb
Adding shard node URL: jdbc:postgresql://vmpg3:5432/ycsb
Adding shard node URL: jdbc:postgresql://vmpg3:5432/ycsb
Adding shard node URL: jdbc:postgresql://vmpg3:5432/ycsb
Adding shard node URL: jdbc:postgresql://vmpg3:5432/ycsb
Adding shard node URL: jdbc:postgresql://vmpg3:5432/ycsb
Adding shard node URL: jdbc:postgresql://vmpg3:5432/ycsb
Adding shard node URL: jdbc:postgresql://vmpg3:5432/ycsb
Adding shard node URL: jdbc:postgresql://vmpg3:5432/ycsb
Adding shard node URL: jdbc:postgresql://vmpg3:5432/ycsb
Adding shard node URL: jdbc:postgresql://vmpg3:5432/ycsb
Adding shard node URL: jdbc:postgresql://vmpg3:5432/ycsb
Adding shard node URL: jdbc:postgresql://vmpg3:5432/ycsb
Adding shard node URL: jdbc:postgresql://vmpg3:5432/ycsb
Adding shard node URL: jdbc:postgresql://vmpg3:5432/ycsb
Adding shard node URL: jdbc:postgresql://vmpg3:5432/ycsb
Adding shard node URL: jdbc:postgresql://vmpg3:5432/ycsb
Adding shard node URL: jdbc:postgresql://vmpg3:5432/ycsb
Using 1 shards
Using 1 shards
Using 1 shards
Using 1 shards
Using 1 shards
Using 1 shards
Using 1 shards
Using 1 shards
Using 1 shards
Using 1 shards
Using 1 shards
Using 1 shards
Using 1 shards
Using 1 shards
Using 1 shards
Using 1 shards
Using 1 shards
Using 1 shards
Using 1 shards
Using 1 shards
Using 1 shards
Using 1 shards
Using 1 shards
Using 1 shards
Using 1 shards
Using 1 shards
Using 1 shards
Using 1 shards
Using 1 shards
Using 1 shards
 10 sec: 963 operations; 95.97 current ops/sec;     
 20 sec: 1968 operations; 100.45 current ops/sec;     
 30 sec: 2966 operations; 99.79 current ops/sec;     
 40 sec: 3964 operations; 99.78 current ops/sec;     
 50 sec: 4968 operations; 100.38 current ops/sec;     
 60 sec: 5967 operations; 99.88 current ops/sec;     
 70 sec: 6956 operations; 98.88 current ops/sec;     
 80 sec: 7956 operations; 99.98 current ops/sec;     
 90 sec: 8970 operations; 101.38 current ops/sec;     
 100 sec: 9939 operations; 96.88 current ops/sec; [UPDATE AverageLatency(us)=40359]    
 110 sec: 10970 operations; 103.08 current ops/sec;     
 120 sec: 11969 operations; 99.88 current ops/sec;     
 130 sec: 12968 operations; 99.89 current ops/sec;     
 140 sec: 13716 operations; 74.79 current ops/sec;     
 150 sec: 14969 operations; 125.27 current ops/sec; [UPDATE AverageLatency(us)=49306]    
 160 sec: 15968 operations; 99.88 current ops/sec;     
 170 sec: 16969 operations; 100.08 current ops/sec;     
 180 sec: 17970 operations; 100.08 current ops/sec;     
 190 sec: 18970 operations; 99.98 current ops/sec;     
 200 sec: 19970 operations; 99.98 current ops/sec;     
 210 sec: 20971 operations; 100.08 current ops/sec;     
 220 sec: 21969 operations; 99.78 current ops/sec;     
 230 sec: 22969 operations; 99.98 current ops/sec;  [INSERT AverageLatency(us)=53360]   
 240 sec: 23970 operations; 100.08 current ops/sec;     
 250 sec: 24969 operations; 99.88 current ops/sec;     
 260 sec: 25972 operations; 100.28 current ops/sec;     
 270 sec: 26971 operations; 99.88 current ops/sec;     
 280 sec: 27972 operations; 100.08 current ops/sec;     
 290 sec: 28973 operations; 100.08 current ops/sec;     
 300 sec: 29970 operations; 99.69 current ops/sec;     
 310 sec: 30975 operations; 100.48 current ops/sec;     
 320 sec: 31973 operations; 99.78 current ops/sec;     
 330 sec: 32971 operations; 99.78 current ops/sec;     
 340 sec: 33975 operations; 100.38 current ops/sec;     
 350 sec: 34974 operations; 99.88 current ops/sec;     
 360 sec: 35971 operations; 99.68 current ops/sec;     
 370 sec: 36976 operations; 100.48 current ops/sec;     
 380 sec: 37974 operations; 99.78 current ops/sec;    [SCAN AverageLatency(us)=7395] 
 390 sec: 38972 operations; 99.78 current ops/sec;     
 400 sec: 39974 operations; 100.18 current ops/sec;     
 410 sec: 40974 operations; 99.99 current ops/sec;     
 420 sec: 41972 operations; 99.78 current ops/sec;     
 430 sec: 42902 operations; 92.98 current ops/sec;     
 440 sec: 43974 operations; 107.18 current ops/sec;     
 450 sec: 44973 operations; 99.88 current ops/sec;     
 460 sec: 45976 operations; 100.28 current ops/sec;     
 470 sec: 46972 operations; 99.58 current ops/sec;   [READ AverageLatency(us)=4588]  
 480 sec: 47974 operations; 100.18 current ops/sec;     
 490 sec: 48977 operations; 100.28 current ops/sec;     
 500 sec: 49977 operations; 99.98 current ops/sec;     
