YCSB Client 0.1
Command line: -db com.yahoo.ycsb.db.HBaseClient -P /root/ycsb/config/hbase.conf -P /root/ycsb/config/workload-ycsb-thomas-consistency -P /root/ycsb/config/workload-ycsb-thomas-load -s -load
 0 sec: 0 operations; 
 10 sec: 19487 operations; 1948.51 current ops/sec;  
 18 sec: 30000 operations; 1303.86 current ops/sec;   
[OVERALL], RunTime(ms), 18064.0
[OVERALL], Throughput(ops/sec), 1660.7617360496015
[INSERT], Operations, 30000
[INSERT], AverageLatency(us), 16560.789466666665
[INSERT], MinLatency(us), 2651
[INSERT], MaxLatency(us), 1529436
[INSERT], Return=0, 30000
[INSERT], 0, 43510.46730901583
[INSERT], 1000, 11115.395029673591
[INSERT], 2000, 9327.376206789162
[INSERT], 3000, 10789.841591320072
[INSERT], 4000, 15148.64914992272
[INSERT], 5000, 14694.666666666666
[INSERT], 6000, 15380.789258312021
[INSERT], 7000, 16750.828763290432
[INSERT], 8000, 15931.190223166845
[INSERT], 9000, 15271.547853078117
[INSERT], 10000, 13403.051056338029
[INSERT], 11000, 16475.48899889989
[INSERT], 12000, 14802.591967871485
[INSERT], 13000, 24222.01750291715
[INSERT], 14000, 31047.31052631579
[INSERT], 15000, 28755.44781144781
[INSERT], 16000, 558130.9090909091
[CLEANUP], Operations, 30
[CLEANUP], AverageLatency(us), 10.1
[CLEANUP], MinLatency(us), 3
[CLEANUP], MaxLatency(us), 68
[CLEANUP], 0, 10.038461538461538
[CLEANUP], 1000, 10.5
java -cp /root/ycsb/YCSB/hbase/src/main/conf:/root/ycsb/YCSB/hbase/target/hbase-binding-0.1.4.jar:/root/ycsb/YCSB/hbase/target/archive-tmp/hbase-binding-0.1.4.jar:/root/ycsb/YCSB/nosqldb/src/main/conf:/root/ycsb/YCSB/jdbc/src/main/conf:/root/ycsb/YCSB/jdbc/src/main/conf/postgresql-9.3-1100.jdbc41.jar:/root/ycsb/YCSB/infinispan/src/main/conf:/root/ycsb/YCSB/dynamodb/conf:/root/ycsb/YCSB/core/target/core-0.1.4.jar:/root/ycsb/YCSB/gemfire/src/main/conf:/root/ycsb/YCSB/voldemort/src/main/conf com.yahoo.ycsb.Client -db com.yahoo.ycsb.db.HBaseClient -P /root/ycsb/config/hbase.conf -P /root/ycsb/config/workload-ycsb-thomas-consistency -P /root/ycsb/config/workload-ycsb-thomas-load -s -load
